Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured
416812,19-Sep-15,Indiana,Indianapolis,3900 block of Graceland Avenue,1,3
416872,20-Sep-15,Illinois,Chicago,5700 block of South LaSalle,1,5
417013,20-Sep-15,Oklahoma,Tulsa,Pine and Yale,0,6
417284,20-Sep-15,Pennsylvania,Philadelphia,900 block of Pratt Street,1,3
418318,17-Sep-15,South Dakota,Geddes,36705 379th Street,6,0
418964,23-Sep-15,Florida,Fort Myers,Dale Street and Veronica S. Shoemaker Boulevard,0,4
419250,23-Sep-15,Louisiana,Shreveport,2900 block of Peach Street,0,5
419718,24-Sep-15,Illinois,Chicago,5100 block of South Morgan Street,0,5
419826,23-Sep-15,Georgia,Norcross,1300 block of Reddington Lane,1,3
420855,27-Sep-15,Missouri,Kansas City,1700 E. 18th St.,0,4
421014,27-Sep-15,Georgia,Greenville,1140 Hill Haven Road,0,10
421358,27-Sep-15,Illinois,Chicago,5200 block of South Justine,0,4
421650,28-Sep-15,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5
422020,28-Sep-15,Ohio,Dayton,1921 Oakridge,0,4
422035,28-Sep-15,Illinois,Chicago,5300 block of South Aberdeen Street,2,3
422064,28-Sep-15,Illinois,Chicago,300 block of West 42nd Street,3,2
423223,1-Oct-15,Oregon,Roseburg,1140 Umpqua College Rd,10,9
424224,2-Oct-15,Maryland,Baltimore,5400 Reisterstown Road,1,4
426256,6-Oct-15,Maryland,Baltimore,300 block of North Payson Street,0,5
426559,25-Sep-15,Illinois,Danville,1300 block of May Street,0,4
427621,9-Oct-15,Arizona,Flagstaff,216 E Mountain View Dr,1,3
428215,10-Oct-15,Tennessee,Memphis,6135 Mount Moriah Road,0,6
428247,10-Oct-15,North Carolina,Charlotte,1900 block of West Boulevard,0,4
429410,12-Oct-15,Georgia,Decatur,4731 Glenwood Road,0,4
429614,10-Oct-15,Illinois,Peoria,2405 N Flora,1,3
432072,17-Oct-15,Indiana,Elkhart,160 Easy Shopping Place,0,4
432466,17-Oct-15,Florida,Fort Myers,2224 First St,1,4
432711,18-Oct-15,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4
433146,19-Oct-15,Illinois,Calumet City,300 Campbell Avenue,0,6
435144,22-Oct-15,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3
436202,25-Oct-15,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5
436219,24-Oct-15,South Carolina,Bamberg,682 Dixie Ave.,0,4
436234,25-Oct-15,Arizona,Phoenix,Seventh Street and Broadway,1,4
436240,25-Oct-15,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5
437323,26-Oct-15,Indiana,Evansville,711 E Virginia St,0,5
437836,27-Oct-15,Texas,Fort Worth,1700 block of Southcrest Drive,0,5
438651,28-Oct-15,Louisiana,Houma,400 block of Morgan Street,1,3
440743,2-Nov-15,South Carolina,Pendleton,2217 Refuge Road,4,0
441681,3-Nov-15,Florida,Jacksonville,Ella Street and Kings Road,2,3
443652,7-Nov-15,Colorado,Denver,Bayaud and Bannock,1,3
443821,8-Nov-15,Iowa,Des Moines,4397 NW 6th Drive,1,3
444168,8-Nov-15,Michigan,Warren,13859 8 Mile Road,0,4
444406,6-Nov-15,California,Bakersfield,1000 block of Feliz Drive,0,4
444458,9-Nov-15,Indiana,Indianapolis,400 block of North Beville Ave,2,2
446996,13-Nov-15,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1
447462,14-Nov-15,Pennsylvania,Johnstown,1159 Main St,0,4
448286,15-Nov-15,Pennsylvania,Philadelphia,5600 block of Blakemore Street,0,4
448419,15-Nov-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0
448653,16-Nov-15,Alabama,Cedar Bluff,1460 County Rd 664,3,1
449814,18-Nov-15,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5
450505,20-Nov-15,Pennsylvania,Pittsburgh,Prospect Drive,1,3
451057,21-Nov-15,Maryland,Baltimore,Stricker and School,1,3
451305,22-Nov-15,New York,Newburgh,203 Broadway,0,5
451338,22-Nov-15,Washington,Seattle,Broadway and Pike,0,4
451349,22-Nov-15,Illinois,Chicago,4100 block of West Roosevelt,0,4
451495,22-Nov-15,Louisiana,New Orleans,1900 block of Gallier St,0,17
452007,23-Nov-15,Ohio,Columbus,90 block of S. Terrace Avenue,4,1
452120,23-Nov-15,Minnesota,Minneapolis,Morgan Avenue North,0,5
452362,22-Nov-15,South Carolina,North Charleston,Park Circle,1,3
453317,22-Nov-15,Texas,Brownsville,1800 block of FM 802,0,4
454059,27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9
454788,24-Nov-15,South Carolina,Conway,1321 Colletta Ct,0,4
455394,29-Nov-15,Illinois,Kankakee,648 E Court St,0,5
455684,27-Nov-15,California,Sacramento,7900 block of Florin Road,2,2
456893,2-Dec-15,California,San Bernardino,1365 South Waterman Avenue,16,19
457037,2-Dec-15,Georgia,Savannah,100 block of West 33rd Street,1,3
460049,6-Dec-15,Louisiana,Raceland,Market Street,1,3
460386,6-Dec-15,Nebraska,Omaha,North 108th Street and Military Road,2,3
461476,8-Dec-15,Ohio,Cincinnati (Fairmount),2300 block of Baltimore Avenue,1,3
463642,11-Dec-15,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3
463734,11-Dec-15,Pennsylvania,Pittsburgh (Mount Oliver),200 block of  Brownsville Road,0,4
464002,12-Dec-15,Georgia,Savannah,Whitaker Street,0,4
464665,13-Dec-15,California,Los Angeles,5550 S. Flower Street,1,3
464945,13-Dec-15,California,Huntington Beach,17000 block of Keelson Lane,0,4
465117,12-Dec-15,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3
468151,20-Mar-15,Texas,Lancaster,1500 block of Reynolds Street,1,5
468787,20-Dec-15,Florida,Miami (Goulds),21630 Southwest 120th Avenue,1,4
468968,20-Dec-15,North Carolina,Wilmington,11th and Castle Street,1,4
469468,21-Dec-15,California,San Leandro,14600 block of East 14th Street,0,4
469614,20-Dec-15,Florida,Golden Glades,NE 166th St and NE 7th Ave,0,4
471860,25-Dec-15,Alabama,Mobile,785 Schillinger Rd S,0,4
471867,25-Dec-15,Florida,Jacksonville,Franklin and Odessa,0,4
472268,26-Dec-15,Pennsylvania,Philadelphia,4210 Macalester St,0,4
473882,27-Dec-15,Tennessee,Jackson,North Parkway,0,4
476321,31-Dec-15,Louisiana,New Orleans,1900 block of Amelia Street,0,6
491864,7-Mar-15,Missouri,Saint Louis,3140 Olive St,0,4
491865,23-Feb-15,Florida,Daytona Beach,Sheridan Road,0,4
