Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured
80051,28-Jul-19,Illinois,Chicago,3938 W Roosevelt Rd,0,4
80052,27-Jul-19,Kansas,Wichita,505 N Rock Rd,1,3
80053,27-Jul-19,New York,Brooklyn,1555 Linden Blvd,1,11
80054,26-Jul-19,Washington,Kennewick,E 10th Ave,1,3
80055,25-Jul-19,California,Canoga Park,21901 Roscoe Boulevard,4,2
80056,21-Jul-19,Illinois,Chicago,3900 block of Roosevelt Rd,0,4
80057,21-Jul-19,District of Columbia,Washington,2300 block of 15th St NE,0,4
80058,20-Jul-19,Pennsylvania,Clairton,501 Waddell Ave,0,4
80059,20-Jul-19,Maryland,Baltimore,2800 block of Boarman Ave,1,3
80060,20-Jul-19,Illinois,Chicago,2401 N Lake Shore Dr,0,7
80061,18-Jul-19,Illinois,Chicago,3427 W Fulton Blvd,1,3
80062,17-Jul-19,Texas,Lubbock,N Elder Ave and E Colgate St,1,3
80063,16-Jul-19,Texas,San Antonio,6989 San Pedro Ave,0,4
80064,15-Jul-19,Georgia,Atlanta,1572 Hardee St NE,0,4
80065,14-Jul-19,Illinois,Chicago,4600 block of W Erie St,0,4
80066,13-Jul-19,Illinois,Chicago,7900 block of S Loomis Blvd,1,4
80067,13-Jul-19,Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7
80068,11-Jul-19,Texas,Houston,5901 Royal Palms St,0,4
80069,8-Jul-19,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,2,2
80070,7-Jul-19,Michigan,Flint,Clio Rd and Myrtle St,0,6
80071,7-Jul-19,Missouri,Saint Louis,N Tucker Blvd and Convention Plaza,0,5
80072,7-Jul-19,Illinois,Chicago,5600 block of S Paulina St,0,4
80073,7-Jul-19,Illinois,Chicago,600 block of W 61st Pl,0,4
80074,7-Jul-19,New Mexico,Albuquerque,211 Gold Ave SW,0,4
80075,6-Jul-19,California,San Jose,3036 Quinto Way,0,4
80076,6-Jul-19,Missouri,Saint Louis,1921 Chambers Rd,5,0
80077,5-Jul-19,Massachusetts,Boston,Maple St,0,6
80078,5-Jul-19,Illinois,Chicago,1600 block of E 67th St,0,5
80079,5-Jul-19,Nevada,Reno,600 block of Spokane St,1,3
80080,5-Jul-19,New York,Brooklyn,Elton St and Belmont Ave,0,4
80081,4-Jul-19,Illinois,Rockford,1100 block of Preston St,0,4
80082,4-Jul-19,Illinois,Chicago,800 block of N Homan Ave,1,3
80083,4-Jul-19,California,Los Angeles,1900 block of Adair St,0,4
80084,4-Jul-19,California,Fresno,4700 block of E Hamilton Ave,1,3
80085,3-Jul-19,Texas,Katy,5507 Everhart Manor Ln,2,3
80086,2-Jul-19,Missouri,Saint Louis (Wellston),6250 Page Ave,0,4
80087,1-Jul-19,Maryland,Baltimore,1200 block of N Luzerne Ave,0,4
80088,30-Jun-19,California,Oakland,3000 block of Brookdale Ave,0,4
80089,30-Jun-19,California,Yucaipa,12700 block of California St,0,5
80090,30-Jun-19,Texas,Dallas,3535 Munger Ave,2,2
80091,30-Jun-19,New York,Bay Shore,Farragut Ave,0,6
80092,29-Jun-19,Connecticut,Hartford,Judson St and Martin St,0,4
80093,29-Jun-19,Louisiana,Gray,2700 block of W Park Ave,0,4
80094,29-Jun-19,Illinois,Chicago,2400 block of W Jackson Blvd,0,5
80095,29-Jun-19,Louisiana,Baton Rouge,7132 Florida Blvd,0,7
80096,28-Jun-19,New Jersey,Paterson,50 block of Jefferson St,0,4
80097,28-Jun-19,Connecticut,Hamden,937 Choate Ave,0,5
80098,28-Jun-19,Georgia,Atlanta,Ira St and Bass St SW,0,7
80099,28-Jun-19,New Jersey,Jersey City,167 Armstrong Ave,0,4
80100,28-Jun-19,Minnesota,Saint Paul,909 Desoto St,0,5
80101,27-Jun-19,Georgia,Atlanta,600 block of Parkway Dr,0,7
80102,26-Jun-19,Ohio,Akron,900 block of Rowe St,1,3
80103,26-Jun-19,Wisconsin,Milwaukee,2800 block of N 34th St,0,4
80104,23-Jun-19,California,San Jose,568 Habbitts Court,5,0
80105,23-Jun-19,Indiana,South Bend,1150 E Mishawaka Ave,1,10
80106,23-Jun-19,Ohio,Columbus,1767 Genessee Ave,0,5
80107,23-Jun-19,California,La Jolla,7500 block of Draper Ave,1,3
80108,23-Jun-19,South Carolina,Abbeville,1108 Cambridge St,3,1
80109,22-Jun-19,Virginia,Hampton,1st St and E Pembroke Ave,0,4
80110,22-Jun-19,Pennsylvania,Philadelphia,2400 block of Moore St,0,4
80111,22-Jun-19,Maryland,Baltimore,800 block of N Port St,1,4
80112,21-Jun-19,Michigan,Saginaw,1506 N Charles St,1,3
80113,21-Jun-19,Illinois,Chicago,6300 block of S King Dr,0,4
80114,21-Jun-19,California,Santa Maria,519  West Taylor St,5,0
80115,21-Jun-19,California,Richmond,700 block of 14th St,0,5
80116,20-Jun-19,Pennsylvania,Allentown,343 Hamilton St,0,10
80117,18-Jun-19,New Jersey,Newark,700 block of Dr Martin Luther King Jr Blvd,1,4
80118,17-Jun-19,Texas,San Antonio,E Market St and Tower of the Americas Way,0,4
80119,17-Jun-19,Tennessee,Memphis,2872 Coach Dr,0,5
80120,16-Jun-19,Pennsylvania,Philadelphia,2910 S 70th St,1,5
80121,16-Jun-19,Kentucky,Louisville,Dixie Highway and Ormsby Ave,1,6
80122,16-Jun-19,Iowa,Des Moines,1200 block of Sampson St,0,6
80123,15-Jun-19,Louisiana,Shreveport,2500 block of Hollywood Ave,0,4
80124,12-Jun-19,North Carolina,Charlotte,305 N Graham St,1,3
80125,11-Jun-19,Colorado,Aurora,12500 block of E Kansas Pl,0,4
80126,11-Jun-19,Georgia,Savannah,6900 Block of Damascus Rd,2,2
80127,9-Jun-19,Ohio,Cleveland,17218 Tarkington Ave,1,3
80128,9-Jun-19,New York,Buffalo,2081 Niagara St,0,4
80129,9-Jun-19,Tennessee,Henning,265 N Main St,1,3
80130,8-Jun-19,Washington,White Swan,5151 Medicine Valley Rd,5,2
80131,8-Jun-19,Illinois,Chicago,3500 block of W North Ave,0,4
80132,7-Jun-19,Texas,Austin,8220 TX-71,0,5
80133,6-Jun-19,Illinois,Chicago,2500 block of N Lake Shore Dr,1,3
80134,5-Jun-19,California,Santa Rosa,828 W 9th Street,0,4
80135,1-Jun-19,South Carolina,Allendale,473 Main St S,0,5
80136,1-Jun-19,Illinois,Chicago,300 block of East Chicago Ave,0,4
80137,1-Jun-19,Virginia,Portsmouth,1100 block of Mt Vernon Ave,1,3
80138,1-Jun-19,Illinois,Chicago,5600 block of West Madison St,0,4
80139,1-Jun-19,Georgia,Atlanta,12 Broad Street,0,5
80140,1-Jun-19,Georgia,Macon,Suzanne Dr and Robinson Dr,2,4
80141,31-May-19,California,West Covina,306 N Hollow Ave,1,3
80142,31-May-19,Virginia,Virginia Beach,2405 Courthouse Drive,13,4
80143,30-May-19,Illinois,Robbins,14000 block of Grace Ave,0,5
80144,29-May-19,Texas,Cleveland,26311 TX-321,3,2
80145,29-May-19,Louisiana,Reserve,300 block of Homewood Place,1,3
80146,27-May-19,Missouri,Saint Louis,5900 block of Goodfellow Blvd,2,2
80147,27-May-19,District of Columbia,Washington,1200 block of Sumner Rd SE,0,5
80148,27-May-19,New Jersey,Trenton,100 block of Walnut St,1,5
80149,26-May-19,District of Columbia,Washington,3509 Wheeler Rd SE,1,3
80150,26-May-19,Virginia,La Crosse,800 block of Alvis Road,0,5
80151,26-May-19,California,Stockton,600 block of E Oak St,1,3
80152,25-May-19,New Jersey,Trenton,225 Brunswick Ave,0,9
80153,25-May-19,Michigan,Detroit,3400 block of Devonshire,3,2
80154,25-May-19,Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,1,9
80155,25-May-19,Maryland,Baltimore,500 block of N Belnord Ave,0,4
80156,25-May-19,Oklahoma,Oklahoma City,N Kelley Ave and NE 26th St,0,5
80157,20-May-19,Oklahoma,Tulsa,8118 E 16th St,2,2
80158,20-May-19,Louisiana,Alexandria,1900 block of Bacon Street,1,4
80159,20-May-19,Ohio,Columbus,2424 Sullivant Ave,0,4
80160,19-May-19,Oregon,Portland,226 SE Madison St,0,5
80161,18-May-19,Mississippi,Cascilla,700 Leverette Ln,1,4
80162,18-May-19,Alabama,Atmore,100 Martin Luther King Avenue,1,8
80163,18-May-19,Indiana,Muncie,2410 W. Euclid Ave,1,6
80164,18-May-19,California,Long Beach,1616 West Pacific Coast Highway,1,4
80165,18-May-19,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2
80166,18-May-19,Nebraska,Omaha,2825 Y St,0,4
80167,18-May-19,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4
80168,17-May-19,California,Sacramento,7326 Stockton Blvd,1,3
80169,16-May-19,Ohio,Cleveland,9500 Cardwell Ave,0,4
80170,15-May-19,Louisiana,Saint Rose,100 block of St. Rose Ave,0,4
80171,14-May-19,California,Los Angeles,1248 W 47th St,0,4
80172,13-May-19,Louisiana,New Orleans,2100 block of 4th St,0,4
80173,13-May-19,Missouri,Saint Louis,4047 Shreve Ave,4,1
80174,11-May-19,Pennsylvania,Effort,Toll Rd and Bayberry Rd,0,4
80175,10-May-19,Pennsylvania,Philadelphia,1900 block of N Croskey St,0,5
80176,10-May-19,Missouri,Saint Louis,4000 block of Ashland Ave,0,6
80177,8-May-19,Indiana,Indianapolis,Roache St and Rader St,0,4
80178,7-May-19,Colorado,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,1,8
80179,5-May-19,New Jersey,North Bergen,2033 45th Street,1,4
80180,5-May-19,California,Oceano,1001 Cabrillo Hwy,0,6
80181,4-May-19,Missouri,Saint Louis,Union Blvd and Northland Ave,1,4
80182,4-May-19,Indiana,Indianapolis,101 W Maryland St,0,4
80183,4-May-19,California,Stockton,5105 Holiday Dr,1,4
80184,4-May-19,Delaware,Wilmington,W 27th St and Tatnall St,0,4
80185,3-May-19,Texas,Dallas,5400 Cedar Springs Rd,1,3
80186,3-May-19,Maryland,Baltimore,1900 block of Ramsay St,0,5
80187,3-May-19,Maryland,Baltimore,2500 block of E Biddle St,0,4
80188,1-May-19,Massachusetts,Boston,32 Windermere Rd,1,3
80189,30-Apr-19,North Carolina,Charlotte,9214 South Library Ln,2,4
80190,28-Apr-19,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7
80191,28-Apr-19,Alabama,Birmingham,514 19th St Ensley,0,4
80192,28-Apr-19,Maryland,Baltimore,2544 Edmondson Ave,1,7
80193,28-Apr-19,Ohio,West Chester,4637 Wyndtree Dr,4,0
80194,27-Apr-19,Mississippi,Jackson,700 block of Monterey St,1,3
80195,27-Apr-19,California,Poway,16934 Chabad Way,1,3
80196,27-Apr-19,California,Los Angeles,700 N San Fernando Rd,0,6
80197,21-Apr-19,Pennsylvania,Philadelphia,1500 block of South 31st St,0,4
80198,20-Apr-19,Tennessee,Memphis,761 Chestnut Ave,0,5
80199,20-Apr-19,Texas,Corpus Christi,2900 block of Sunrise Ave,0,4
80200,19-Apr-19,Kansas,Wichita,1628 S George Washington Blvd,0,4
80201,18-Apr-19,Kentucky,Louisville,4000 block of Bells Ln,0,4
80202,16-Apr-19,Maryland,Germantown,18700 block of Curry Powder Ln,1,3
80203,14-Apr-19,California,Stockton,2539 E Main St,0,4
80204,14-Apr-19,Florida,Miami,NW 19th Ave and 60th St,2,2
80205,14-Apr-19,California,Vallejo,100 block of Princeton Ave,1,3
80206,13-Apr-19,California,Moreno Valley,23500 block of Alessandro Blvd,0,4
80207,12-Apr-19,Illinois,Carbondale,119 N Washington St,0,4
80208,11-Apr-19,Maryland,Baltimore,2200 block of Ruskin Ave,1,3
80209,11-Apr-19,Arizona,Phoenix,7112 W Minnezona Ave,3,2
80210,11-Apr-19,California,Los Angeles,E 103rd St and S Main St,1,4
80211,9-Apr-19,Missouri,Kansas City,5339 Michigan Ave,1,3
80212,7-Apr-19,Indiana,Indianapolis,3600 block of Roosevelt Ave,2,2
80213,7-Apr-19,North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7
80214,7-Apr-19,Delaware,Wilmington,940 N Pine St,0,6
80215,7-Apr-19,Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4
80216,6-Apr-19,Florida,Tallahassee,500 block of Kissimmee St,0,4
80217,6-Apr-19,Illinois,Chicago,6300 block of S Seeley Ave,0,6
80218,4-Apr-19,Florida,Panama City,100 block of Allen Ave,1,3
80219,4-Apr-19,Georgia,Stockbridge,300 block of Eagle Ct,3,2
80220,2-Apr-19,Mississippi,Hermanville,13195 MS 18,0,4
80221,2-Apr-19,Kentucky,Covington,300 block of 13th St,0,5
80222,31-Mar-19,Illinois,Chicago,500 block of N Hamlin Ave,1,4
80223,31-Mar-19,Georgia,Atlanta,3041 Landrum Dr SW,1,4
80224,31-Mar-19,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7
80225,28-Mar-19,Maryland,Baltimore,6200 block of Boston St,0,4
80226,25-Mar-19,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5
80227,24-Mar-19,California,San Francisco,1300 Fillmore St,1,5
80228,24-Mar-19,Arizona,Phoenix,2202 W McDowell Rd,0,7
80229,19-Mar-19,Arizona,Phoenix,8526 N 27th Ave,2,4
80230,17-Mar-19,Georgia,Augusta,900 block of Broad St,0,4
80231,17-Mar-19,Georgia,Rochelle,Dennis St,1,3
80232,17-Mar-19,Nevada,Las Vegas,600 E Fremont St,0,4
80233,16-Mar-19,New Jersey,Camden,619 Ferry Ave,1,3
80234,15-Mar-19,Alabama,Mobile,515 Dauphin Island Pkwy,2,4
80235,14-Mar-19,Montana,Missoula,5145 Airway Blvd,1,3
80236,11-Mar-19,New Jersey,Paterson,291 12th Ave,0,4
80237,10-Mar-19,Louisiana,Shreveport,2700 block of San Jacinto Ave,0,4
80238,10-Mar-19,Colorado,Denver,15th St and Market St,1,4
80239,3-Mar-19,California,Oakland,316 14th St,0,4
80240,3-Mar-19,Illinois,Chicago,2900 block of E 79th St,0,6
80241,2-Mar-19,Arkansas,Pine Bluff,723 East 25th Ave,1,4
80242,28-Feb-19,California,Oakland,9755 Edes Ave,1,3
80243,22-Feb-19,Alabama,Birmingham,1100 block of Carnation Dr,2,2
80244,21-Feb-19,Maryland,Baltimore,500 block of Bloom St,1,4
80245,21-Feb-19,Kentucky,Elizabethtown,600 N Miles St,2,2
80246,21-Feb-19,Texas,Houston,12800 block of Eastbrook Dr,2,2
80247,20-Feb-19,Tennessee,Covington,529 N College St,0,4
80248,17-Feb-19,Texas,Henderson,504 S Van Buren St,2,2
80249,17-Feb-19,Indiana,Evansville,664 E Illinois St,0,5
80250,17-Feb-19,Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5
80251,16-Feb-19,Mississippi,Clinton,1214 Foxhill Dr,5,0
80252,15-Feb-19,Illinois,Aurora,641 Archer Ave,6,6
80253,11-Feb-19,Texas,Livingston,3628 FM 3126,5,0
80254,9-Feb-19,Virginia,Petersburg,109 Perry St,0,4
80255,6-Feb-19,New York,Brooklyn,1778 Fulton St,1,3
80256,5-Feb-19,Texas,San Antonio,538 Hot Wells Blvd,2,2
80257,4-Feb-19,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5
80258,4-Feb-19,Louisiana,Baton Rouge,4000 block of Topeka St,0,4
80259,3-Feb-19,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0
80260,3-Feb-19,Illinois,Chicago,938 E 75th St,2,5
80261,1-Feb-19,California,San Diego,6800 block of Springfield St,0,4
80262,28-Jan-19,Texas,Houston,7815 Harding St,2,5
80263,27-Jan-19,Alabama,Birmingham,Avenue O and Warrior Rd,0,5
80264,26-Jan-19,Georgia,Albany,300 block of W Roosevelt,0,4
80265,26-Jan-19,Indiana,Indianapolis,2957 N Sherman Dr,0,5
80266,26-Jan-19,New Jersey,Newark,612 Bergen St,1,3
80267,26-Jan-19,Louisiana,Gonzales,42350 Church Point Rd,5,0
80268,24-Jan-19,Pennsylvania,State College,1450 S Atherton St,4,1
80269,24-Jan-19,Georgia,Rockmart,319 Williamson St,4,1
80270,23-Jan-19,Florida,Sebring,1901 US 27 S,5,0
80271,20-Jan-19,Florida,Miami,26133 SW 139th Ave,0,4
80272,19-Jan-19,Pennsylvania,Lebanon,1140 Church St,0,4
80273,19-Jan-19,Texas,Houston,7041 Sherman St,3,2
80274,19-Jan-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4
80275,19-Jan-19,Illinois,Chicago,4400 block of W Madison St,0,4
80276,19-Jan-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2
80277,17-Jan-19,Kentucky,Owensboro,940 Audubon Ave,3,1
80278,16-Jan-19,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5
80279,16-Jan-19,California,Palmdale,Ranch Center Dr and 40th St W,3,1
80280,15-Jan-19,Arkansas,Little Rock,5420 Baseline Rd,1,4
80281,13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,5
80282,6-Jan-19,New Mexico,Roswell,1300 block of W College Blvd,0,4
80283,4-Jan-19,Virginia,Hurt,3197 Shula Dr,3,2
80284,4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4
80285,3-Jan-19,Arizona,Yuma,3800 block of E. County 18½ St,1,3
80286,2-Jan-19,Arkansas,Jonesboro,3516 Galaxy St,1,3
80287,1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5
80288,1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5
92194,1-Jan-14,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2
92704,3-Jan-14,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3
94514,5-Jan-14,Pennsylvania,Erie,829 Parade St,1,3
95146,11-Jan-14,Mississippi,Jackson,3430 W. Capitol Street,0,4
95500,12-Jan-14,Louisiana,Tallulah,3600 block of Highway 80 W,0,6
95550,12-Jan-14,Alabama,Huntsville,University Drive,0,5
95579,12-Jan-14,Illinois,Elgin,300 block of North Street,0,5
96185,13-Jan-14,Michigan,Detroit,800 block of Calvert St,0,4
96792,14-Jan-14,California,Los Angeles,West 86th Street,0,4
97365,16-Jan-14,Utah,Spanish Fork,37 N. 630 West,5,0
97407,16-Jan-14,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,2,5
98836,21-Jan-14,New Jersey,Newark,Springfield Avenue ,2,3
100434,25-Jan-14,Illinois,Chicago,S Union Ave and W 51st St,1,4
100568,25-Jan-14,Florida,Belle Glade,600 block of Covenant Drive,0,4
101301,27-Jan-14,North Carolina,Rocky Mount,821 Word Plaza,0,4
103698,3-Feb-14,Indiana,Franklin,2100 block of Bridlewood Dr,3,2
104218,5-Feb-14,Illinois,Chicago,6740 N Clark St,1,3
104721,7-Feb-14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5
104902,20-Jan-14,Virginia,Manassas,8509 Rixlew Ln,0,4
105010,6-Feb-14,Louisiana,New Orleans,4600 block of Downman Road,0,4
106243,12-Feb-14,California,Stockton,Constitution Park,1,3
106394,12-Feb-14,Indiana,Gary,2220 block of Broadway,0,5
106481,12-Feb-14,California,Oakland,37th and International ,1,3
107403,15-Feb-14,Nevada,Las Vegas,Sahara and Maryland ,0,5
107417,16-Feb-14,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6
107433,16-Feb-14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4
107519,16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7
107673,16-Feb-14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5
108649,20-Feb-14,California,Alturas,300 W 1st St,4,2
108659,16-Feb-14,Texas,Fort Worth, 115 NW 25th St.,1,4
108691,20-Feb-14,Indiana,Indianapolis,3400 block of South Parker,4,0
109142,22-Feb-14,California,Wilmington,1200 block of W Papeete St,0,4
109957,25-Feb-14,Virginia,Glade Spring,Graceland Lane,5,1
111095,1-Mar-14,Pennsylvania,Pittsburgh,Hamilton Avenue,1,4
111109,1-Mar-14,Michigan,Detroit,7800 Gratiot Av.,0,4
112415,5-Mar-14,South Carolina,Pelzer,Law Street,3,2
113156,9-Mar-14,Ohio,Fremont,531 W State St,3,1
113214,8-Mar-14,Illinois,Chicago,4900 West Race Ave,0,6
113247,9-Mar-14,Texas,Austin, 4900 block of West Race Avenue,0,6
113255,8-Mar-14,California,Richmond,1600 block of First Street,1,3
113665,27-Jan-14,Washington,Seattle,2nd Avenue South and South Main Street,1,4
115012,14-Mar-14,New York,Brooklyn,S. Second and Roebling Sts,0,4
117591,16-Mar-14,Texas,Beaumont,S 4th St,3,1
117642,21-Mar-14,South Carolina,North Charleston,7550 Dorchester Road,0,4
117818,23-Mar-14,Texas,Arlington,2700 Majesty Drive,1,3
117914,23-Mar-14,California,San Francisco,Turk and Taylor,0,7
120303,30-Mar-14,North Carolina,Charlotte,4300 Sunset Road,0,5
120621,30-Mar-14,Mississippi,Starkville,,0,5
121031,2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16
122136,5-Apr-14,Illinois,Chicago,4300 W Wilcox Street,1,5
122612,5-Apr-14,Arizona,Phoenix,5400 block of W Palm Ln,1,3
122672,5-Apr-14,California,Fairfield,Orchid Street ,0,4
123008,7-Apr-14,Louisiana,New Orleans,500 block of South Alexander Street,0,4
123666,6-Apr-14,Massachusetts,Springfield,90 Worthington St.,0,4
123891,9-Apr-14,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1
124131,9-Apr-14,Illinois,Rockford,300 North Sunset,0,4
124146,11-Apr-14,Indiana,Richmond,North 15th and H Streets,0,4
125028,12-Apr-14,Louisiana,New Orleans,2100 block of Pauger Street,1,3
125855,16-Mar-14,Georgia,Waynesboro,4960 Highway 80 West ,0,4
125863,6-Apr-14,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4
127045,20-Apr-14,Illinois,Montgomery,1300 block of Jackson St,0,6
127381,20-Apr-14,Florida,Tampa,2902 N. 32nd St.,2,2
127413,20-Apr-14,Illinois,Chicago,6600 South Michigan Ave,0,5
128871,25-Apr-14,Tennessee,Memphis,2000 Chelsea Avenue,2,3
129730,27-Apr-14,New York,Troy,Fourth Street,0,5
130232,29-Apr-14,Georgia,Kennesaw,1675 Airport Road,1,6
130933,30-Apr-14,Illinois,Chicago,7200 South Phillips Avenue,0,4
131697,4-May-14,Illinois,Chicago,500 West Erie Street,1,3
131998,3-May-14,Arkansas,Jonesboro,2201 Moore Rd,4,4
132897,4-May-14,Colorado,Wheat Ridge,12100 W 44th,0,4
134044,10-May-14,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3
134052,10-May-14,Georgia,Decatur,Shamrock Dr,2,3
134238,11-May-14,Tennessee,Memphis,2517 Shasta,0,7
134591,12-May-14,Illinois,Chicago,3400 West 24th Street,0,4
134823,13-May-14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5
135904,18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7
136163,17-May-14,District of Columbia,Washington,2200 block of Adams Place NE,0,5
136567,17-May-14,California,Coachella,84000 block of Pedro Drive,1,3
138282,23-May-14,California,Goleta (Isla Vista),840 Embarcadero Del Norte,4,8
138370,23-May-14,California,Bellflower,9541 Flower Street,2,2
138567,24-May-14,Michigan,Detroit,Strathmoor Street,0,4
138645,24-May-14,South Carolina,Myrtle Beach,Ocean Boulevard near First Avenue North,3,1
139281,25-May-14,Ohio,Toledo,2100 block of Joffre Avenue,1,3
140185,23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7
141382,1-Jun-14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5
141792,1-Jun-14,California,Sacramento,6500 46th Street,0,4
142076,2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7
142123,21-May-14,Texas,Dallas,4500 block of Village Fair Drive,1,3
142818,3-Jun-14,Georgia,Atlanta,Auburn Avenue,1,4
142822,4-Jun-14,Illinois,Chicago,4900 West West End Avenue,1,3
143723,7-Jun-14,South Carolina,Moncks Corner,Tish Lane,1,5
143979,7-Jun-14,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3
144565,8-Jun-14,Alabama,Opp,611 Hardin Street,1,4
146565,15-Jun-14,Indiana,Kokomo,5100 Clinton Drive,0,4
146586,15-Jun-14,Illinois,Park Forest,200 Berry Street,0,4
149706,13-Jun-14,California,Los Angeles,8600 block of South Figueroa Street,3,1
149954,21-Jun-14,District of Columbia,Washington,Florida Avenue and U Street NW,0,4
150299,24-Jun-14,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7
150344,21-Jun-14,Tennessee,Memphis,2119 East Alcy Road,0,5
151475,25-Jun-14,Massachusetts,Lowell,Midland Street,0,5
151659,26-Jun-14,Wisconsin,Milwaukee,24th and Locust,0,5
152468,29-Jun-14,Louisiana,New Orleans,700 block of Bourbon St,1,9
152693,29-Jun-14,California,Los Angeles,1100 block of North Vermont Avenue,1,5
152722,27-Jun-14,California,San Diego,1600 block of Cathy Street,1,3
152960,28-Jun-14,California,Antioch,5500 Cedar Point Way,0,7
153275,30-Jun-14,Kentucky,Lexington,Scottsdale Circle,1,3
153532,31-May-14,California,San Bernardino,800 block of West Victoria St,1,3
153578,28-Jun-14,New York,Manhattan,Fifth Avenue and West 139th Street,0,4
153648,29-Jun-14,Missouri,Saint Louis,2800 block of Dayton,0,4
154136,22-Jun-14,California,Windsor,Windsor Avenue,1,3
154721,5-Jul-14,Indiana,Indianapolis,Broad Ripple Avenue,0,7
154803,5-Jul-14,Texas,Houston,1700 Almeda-Genoa,0,6
154834,5-Jul-14,Virginia,Norfolk,861 W. 36th Street,0,7
154844,4-Jul-14,Virginia,Norfolk,1722 Thurgood Street,0,5
154971,5-Jul-14,Oregon,Portland,333 SE 122ND Ave,1,4
155412,6-Jul-14,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4
155755,6-Jul-14,New York,Buffalo,100 block of Erb Street,0,4
155943,7-Jul-14,California,San Bernardino,312  E Baseline Street ,1,4
156125,6-Jul-14,Florida,Miami,NW 20th Ave and NW 62nd St,2,2
156245,9-Jun-14,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6
156468,8-Jul-14,Rhode Island,Providence,35 March Street,0,5
156670,9-Jul-14,Texas,Spring,711 Leaflet Ln,6,1
156823,10-May-14,California,Sacramento,3031 Guadalajara Way,1,6
156828,14-Apr-14,District of Columbia,Washington,1909 19th St SE,0,4
156834,2-Jul-14,Pennsylvania,Chester,1400 block of West Congress Street,0,5
157013,20-Jun-14,Maryland,Seat Pleasant,6600 block of Greig Street,0,4
157018,26-Jun-14,Michigan,Detroit,Grand St,2,2
157580,11-Jul-14,Illinois,Chicago,5200 West Quincy Street,1,3
157857,12-Jul-14,California,Pasadena,1700 block of Summit Avenue,3,2
158055,5-Jul-14,Illinois,Centreville,4700 Piggott Avenue,0,5
158306,13-Jul-14,Washington,Skyway,12600 Renton Avenue South ,0,5
158387,14-Jul-14,California,Sacramento,Fulton Avenue ,1,4
158589,13-Jul-14,Connecticut,Stamford,84 West Park Place,0,5
159291,13-Jul-14,District of Columbia,Washington,1700 block of Lincoln Road NE,0,4
160488,19-Jul-14,Illinois,Chicago,1300 North Mason Avenue,0,4
160998,20-Jul-14,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3
161063,20-Jul-14,Nevada,Las Vegas,Rancho Drive 3400 block ,1,3
161302,21-Jul-14,New Jersey,Irvington,36 Welland Avenue,0,6
162008,21-Jul-14,Tennessee,Memphis,300 block of Foote Park Lane,0,4
162305,7-Jul-14,Kentucky,Stopover,KY 194E,0,4
162687,23-Jul-14,Pennsylvania,Braddock,700 block of Hickory St,0,4
